user_id,total_staked_amount,total_commit_amount
190808,24.7525,24.7525
191362,122.2953885,53.7665129
192495,24.4545285,24.4545285
204654,208.0047375,169.9986556
214096,1.0,24.6275
214567,9.0,24.7525
217659,81.0075,10.0
219769,23.5,23.5
221836,9.0,1.0
222022,74.2575,20.0
222849,80.0,10.0
225098,1.0,1.0
225465,7.7425,7.7425
226210,1.0,2.0
232933,49.505,147.0
271109,40.9949825,30.0
302117,24.9143729,49.8287458
309285,24.2891715,54.2756358
313547,10.0,120.0
314392,60.0,25.0
314466,32.7525,64.0
317013,10.0,10.1929006
317925,42.6867679,21.3433839
318392,21.6831779,21.6831779
318625,10.0,1.0
319789,20.0,34.25
319892,24.7525,49.505
321673,49.6819746,24.8409873
322811,15.4320546,15.4320546
322923,78.2533956,18.4626697
322942,38.8324213,9.3181053
326570,26.8163784,152.7999867
328848,49.505,24.5025
329988,25.3180985,143.8597709
332119,49.7047499,24.852375
333212,10.0,5.0
334468,20.6533679,4.788342
335636,25.1094096,25.1094096
400184,38.0269842,18.7634921
419105,74.2575,20.0
420967,49.505,40.0
444519,47.5199229,23.7599615
451172,97.4972845,15.9995474
453531,99.0,75.0900214
455280,10.0,10.0
476639,65.4366256,53.4394377
478239,99.2477074,49.6238537
478466,24.7525,24.7525
494060,24.6275,24.6275
497192,35.4875,13.995
510531,85.5861187,23.1090297
530690,139.9675,9.241875
538781,26.2089877,39.0634815
545645,23.0630387,51.516837
546493,1914.7300335,478.2925084
549420,48.725,40.0
550296,81.9,81.0
550825,20.0,10.0
551504,21.9975,21.9975
554635,8.8,21.7642331
559004,15.0,15.0
560469,16.87,16.87
560807,24.6500483,18.3625363
561764,77.985,19.12125
562172,9.8990948,21.8979633
564623,10.2096027,7.252202
565047,10.0,173.4150892
565763,24.7525,24.7525
566850,50.0,25.0
567284,49.9571062,59.9571062
570106,74.2575,18.106875
571264,24.7525,24.7525
573845,141.578711,21.6289355
573955,1.0,1.0
573981,19.0,18.59
574303,140.0,55.0
574934,53.8069774,58.7178296
578048,86.0042039,73.2261793
578904,77.7312874,28.7051073
580399,35.8006812,40.489999999999995
581518,120.0,12.0
583903,10.0,55.2173715
584325,50.1276689,25.0638345
588288,49.5005606,24.7502803
588686,22.3777562,22.3777562
589755,43.4394368,10.0
590924,6.0,2.0
591769,23.995,23.995
593377,20.0,10.0
596196,252.1371672,55.0
596286,24.7525,24.7525
598646,41.0252634,75.161054
599640,40.0,40.0
599818,51.0844789,25.5422394
599839,2.0,1.0
600658,40.0,16.7534266
602382,24.495,24.495
648654,46.0640628,46.0640628
648732,24.7525,49.505
649050,200.0,70.0
649874,101.6767686,88.96717240000001
651783,31.6784841,31.6784841
653007,74.2575,18.189375
653387,14.0,10.0
657125,28.0,77.3847748
657598,74.2575,20.0
658080,7.8854906,30.789118
660176,24.7475,24.7475
661103,31.0,81.3422329
661459,119.5286208,95.488931
661582,27.6467315,20.6100486
662106,64.5075,188.0573438
663127,1.0,2.0
663675,74.2575,18.189375
668165,74.2575,18.084375
669072,161.1190723,18.5470312
677885,13.0,31.0
681007,54.9418968,27.9709484
685242,50.0,30.0
691099,5.0,4.0
692352,49.5,24.75
693545,98.0,199.0
694200,93.594375,0.1889062
695209,19.6387446,19.6387446
695406,74.23744479999999,17.7793612
695546,59.8412498,29.9206249
698443,2.5959207,2.5959207
698767,25.4329975,25.4329975
698837,73.0,73.0
700140,258.9773278,64.369332
700606,24.25,24.25
701599,300.0,460.0
703407,24.1275,17.970625
704065,1.0,1.0
704112,33.735,33.735
705127,1.0,1.0
705332,50.0,20.0
705722,10.0,10.0
707766,76.4120287,109.0943416
711847,21.7184093,43.4368186
714537,75.96,23.0
715597,27.6389499,20.6042124
715674,22.5,22.5
717915,1.0,10.0
719383,10.0,10.0
720488,74.2575,10.0
723000,24.7525,24.7525
723560,24.7525,49.505
728043,26.9925343,53.9850686
728055,345.544546,172.772273
728939,22.8044327,20.0
729559,24.7525,36.87625
734690,49.0,49.0
735838,73.8825,22.237031299999998
737174,49.6527276,25.8263638
737792,6.0,25.0
741463,3.0,6.0
743324,5.0,1.0
744796,75.615,12.3325
745006,20.0,77.6488347
747855,24.5,24.5
750394,123.0,73.0
751308,49.505,24.7525
751919,13.6037645,6.8018823
752617,19.0789798,7.0394899
755502,3130.0,885.0
759638,68.731875,79.425
760966,1.0,3.0
765057,11.0,10.0
767776,79.8075,19.576875
769029,125.2000704,62.6000352
769913,115.1802301,5.0
769941,24.7525,24.7525
770972,4911.0,14200.0
772432,289.5,200.0
773971,2.0,76.25
779063,83.0051606,95.3762902
783023,3.0,3.0
788000,10.187562,95.0578027
793159,12.524971,12.524971
794108,49.505,148.0
795624,132.0422094,21.1341105
795652,20.0,20.0
797882,24.75,24.75
801836,42.42,21.21
802830,100.0,40.0
803541,208.80875,14.790625
803787,49.505,36.73125
804073,5.0,26.902087
804764,24.75,40.0
805597,564.0,7.84
806908,50.0,10.0
806943,104.5871843,208.5705987
808720,70.5861244,35.2930622
811616,24.7525,24.7525
817234,74.2575,104.7215723
817329,71.9936018,35.9968009
818906,119.03326679999999,70.321592
820702,1.0,1.0
820875,74.2575,74.2575
821712,24.179261,24.179261
822506,50.0,19.37
822646,75.2775,22.6354687
824669,10.0,10.0
828105,49.5075923,24.7537961
829736,104.2425,175.65562500000001
830922,85.9688167,119.7640052
832302,10.0,20.0
835689,18.4675,41.296875
835724,3.14,26.7802507
835796,9.2475,9.2475
835895,79.7753968,6.5179497
836188,1.0,2.0
838301,109.0433291,163.3149936
838409,49.0897361,24.5448681
840632,87.0975,21.384375
841410,24.7525,49.505
841926,5.0,5.0
842187,108.0,106.4979836
843602,40.5086067,45.007880099999994
845958,10.0,10.0
847173,195.0724194,135.1088811
847518,33.4800646,16.7400323
848020,30.2678502,30.5304669
850111,20.0,20.0
850272,21.5725,16.054375
851202,57.5939079,28.7969539
851712,24.7525,24.7525
852769,49.7960521,24.898026
852827,286.707851,23.705341
853212,24.75,24.75
854556,1.0,1.0
858497,44.5,22.25
859317,387.8597716,147.7435409
860118,49.505,15.0
860368,24.7525,24.7525
861017,10.0,50.0
864738,14.0,14.0
865028,78.0657031,116.0460937
865537,5.0,15.0
866168,24.9926611,24.9926611
866964,14.7190238,52.1931706
867932,24.7525,24.7525
871961,73.86,3.0
874296,113.4280803,54.4266785
875238,34.9079132,77.3990902
879460,123.4077756,153.2493036
881069,10.0,50.0
883865,73.08,21.98625
884789,7.1235722,95.0123663
909446,74.8203508,5.0
917076,123.0027504,104.9500102
919743,86.2669274,86.0
920953,14.2491245,21.1236868
923074,82.7146905,95.3036726
960993,10.0,24.7525
964360,75.8561925,18.5890481
971817,99.45589720000001,19.9843589
976923,382.8822901,31.7818575
989894,25.0,15.0
990701,64.9834814,32.4917407
1001777,1000.0,1500.0
1015056,80.0,90.0
1021741,49.706519,29.0072099
1033235,184.54389600000002,105.6290025
1041369,2.25,2.25
1055185,43.3830656,56.9705109
1058256,126.09165469999999,106.1148583
1064584,18.8407386,17.8407386
1065811,67.6062862,45.0708574
1067206,100.0,10.0
1075604,28.3760794,28.3760794
1102934,24.7525,49.505
1122257,56.64,56.64
1134024,1.0,49.505
1147023,24.7525,49.505
1153766,74.2633674,10.0
1162451,76.7983285,10.0
1167542,29.9439229,27.221177700000002
1172736,24.9230351,55.5254066
1173854,24.7525,24.7525
1203275,2.4525,75.178125
1203580,18.0376881,33.378165
1212008,1.0,1.0
1215084,30.0,30.0
1219193,40.0,30.0
1225420,100.0,101.0
1229991,100.0,75.7519439
1235878,1.0,2.0
1237855,18.5299222,5.0
1259620,30.0,30.0
1266522,15.266262,30.5325241
1282960,5.0,5.0
1295864,1.0,1.0
1297651,100.0,105.9264944
1299452,50.5529421,20.0
1330005,10.0,10.0
1338785,10.0,5.0
1339373,1403.0,1403.0
1352739,78.5285983,62.8380997
1356176,20.0,10.0
1368932,46.0587969,22.7793984
1371207,40.0,20.0
1377626,50.0,70.0
1398360,15.0221836,7.5110918
1409103,47.0,23.5
1411560,59.25,14.4075
1417251,10.0,16.7721517
1423803,20.8553469,31.0330204
1433432,30.0,64.0
1434258,53.95495,46.977475
1437196,55.0,25.0
1454801,49.996834,24.718417
1457438,32.0,22.0
1466708,87.6945066,28.0
1469314,1.0,97.0
1477749,20.2675,45.346875
1487519,10.0,10.0
1487881,99.2005977,51.6493798
1505621,3.8200377,1.9100188
1525072,20.0,20.0
1525459,111.75,185.5625
1532671,44.722825,49.44565
1551100,23.4772028,23.4772028
1565000,24.7525,24.7525
1571659,76.1384758,10.0
1574947,24.7525,24.7525
1575518,24.7525,24.7525
1581795,21.7276876,65.76076570000001
1590200,50.0,10.0
1590454,24.7525,49.505
1612070,16.7328743,58.1164372
1627979,24.7525,44.7525
1638140,56.3063977,22.8831988
1640497,79.861875,113.5361426
1641311,172.7797937,30.3199484
1653557,260.7511923,85.0
1662108,34.7475,69.495
1666252,97.25,10.0
1667223,20.0,20.0
1671988,23.3968779,11.448439
1705667,20.0,24.7525
1705756,60.0,10.0
1712756,20.0,20.0
1715719,174.6272372,87.0536185
1736224,50.0,2.0
1741838,10.0,20.0
1747865,74.2575,18.159375
1757140,33.7709774,67.5419548
1777489,10.0,47.7898783
1802409,49.8830346,24.6915173
1802624,24.7525,49.505
1829863,24.7525,24.7525
1836539,54.505,50.2096875
1844881,74.496476,37.248238
1860208,75.1793223,182.460848
1868998,25.7877312,25.7877312
1878194,49.5,24.75
1887373,110.8568501,10.0
1894548,24.7525,49.505
1896160,50.0,35.0
1903776,52.5,20.0
1907309,1.0,1.0
1907325,74.2575,16.0
1924557,4.3575,23.890625
1949745,30.0,30.0
1965864,100.0,100.0
1966984,24.7525,24.7525
1979059,24.7525,24.7525
1991549,12.0,90.0
1996484,2.0,2.0
1999529,1.0,13.7344603
2005290,60.0,30.0
2034128,24.7525,49.505
2034961,0.2917642,0.2917642
2043788,49.563341,24.7816705
2048667,25.0,10.0875901
2076823,36.3976612,34.4136353
2117176,100.0,500.0
2128014,5.0,3.0
2128959,23.2475,23.2475
2134160,20.0,35.124209300000004
2138673,26.17,1.6400000000000001
2142917,30.6503174,82.2575793
2147535,10.0,10.0
2184476,0.001,0.001
2186359,74.2575,116.01046869999999
2192708,1.0,10.0
2209682,66.7518159,21.0
2228747,84.9626082,155.7358692
2235841,24.375,54.46875
2241613,40.0,20.0
2247447,20.0,20.0
2253506,80.070625,88.4545313
2255679,75.7465093,13.0
2257765,54.0089579,45.6089481
2290616,24.7525,49.505
2305243,0.001,0.01
2311158,35.8084875,2.9342929
2319834,26.1009946,6.1352486
2332147,8.7954573,12.940685900000002
2336816,44.5,22.25
2339753,69.7372939,12.4959928
2356658,27.4827466,54.9654933
2357015,36.9525,184.495664
2357218,40.0,49.505
2358324,49.505,30.0
2372003,88.0,7.6808333
2380242,32.5906222,65.1812444
2399177,44.887712300000004,33.021655700000004
2412016,22.0618486,49.2641594
2420710,200.0,100.0
2424413,30.0,3.0
2432609,105.0,77.4775418
2463591,20.0,35.0
2484304,91.0792062,106.9412208
2489078,12.1402055,8.9801541
2502994,144.9395632,101.8373909
2505220,17.4899605,2.6649934
2548424,155.8213809,97.341069
2549356,24.7525,24.7525
2551728,24.7525,36.87875
2557517,31.2882747,46.6824121
2568409,37.939732,37.939732
2581136,1184.292997,739.9306231
2585616,4.0,8.0
2586119,1.0,1.0
2586218,2.0,1.0
2593196,69.1936704,55.4311072
2621512,2.6862201,1.3431101
2630647,40.0,2.0
2634525,74.0060874,10.0
2659178,1.0,1.0
2659311,10.0,18.801833000000002
2673647,10.0,50.0
2675650,1.0,1.0
2677693,128.9754183,106.8688546
2706674,10.0,7.8735
2725217,60.005,50.0
2730487,38.6259789,73.57373679999999
2737180,32.2806697,72.3390067
2757732,18.4637888,9.2318944
2762680,49.76487,24.882435
2784381,10.0,61.947517
2785753,23.38472,23.38472
2797331,40.0,5.0
2816126,90.4427994,22.2356998
2826618,1.001,32.9921822
2847821,11.0,1.0
2848802,60.0,10.0
2853219,100.0,140.0
2878404,49.5841445,36.8131085
2891817,59.0,24.75
2899167,49.505,24.7525
2901056,54.42,24.7525
2920146,75.0,75.0
2927691,42.1766093,31.227457
2939970,54.5939999,54.5939999
2957694,120.0,0.2
2957918,17.5569087,17.5569087
2972086,367.3670591,275.1502942
2986085,43.4095,46.819
3009690,410.0,100.0
3016333,62.5435415,15.2608854
3029247,10.9119244,27.362812899999998
3030347,112.5225,18.7776563
3038501,2.0,139.2411484
3048161,38.8592592,9.3398148
3084149,25.0,24.75
3113675,75.0,15.0
3122487,26.0643501,76.4298471
3124405,24.7663833,24.7663833
3131896,2.0,51.0461458
3137432,43.9751332,106.6409792
3141864,6.0,35.0
3151412,22.25,22.25
3153512,30.0,30.0
3165426,83.1432844,10.0
3174021,24.7525,49.505
3183044,82.9621875,12.12625
3248334,1.0,1.0
3249895,10.0,10.0
3252198,86.15375,8.7421875
3264462,76.1752523,18.6538131
3270439,54.4966016,26.9983008
3273862,0.1,24.7525
3304207,10.0,10.0
3317641,163.3875,40.396875
3322100,49.495,24.7475
3325978,24.4809426,48.9618852
3340874,24.7525,49.505
3345592,31.1975816,31.1975816
3350254,115.4925,68.99875
3352710,89.2425,21.890625
3374348,23.9999998,17.8749998
3384309,62.9625,19.673125
3385331,49.5070031,24.7535015
3392400,29.2392869,29.2392869
3419176,24.75,49.5
3429017,1.0,1.0
3434842,33.485,74.59875
3439014,36.8947307,18.1973653
3439077,10.0,10.0
3446007,96.2293064,4.1964653
3448261,20.0,10.0
3472656,86.4822997,61.111724800000005
3476673,24.7525,24.7525
3480915,90.0,90.0
3513179,20.2308361,30.0937541
3521574,10.0,66.3825
3529440,24.8310398,26.8310398
3547219,40.0,146.9027191
3551693,11.0,2.6
3584158,49.0,24.7525
3592554,98.0,50.0
3607387,113.97141210000001,27.720353000000003
3616681,74.2575,93.189375
3626693,3.975,1.9875
3628462,21.0976911,99.4917785
3632151,1.0,2.0
3640614,15.0,45.0
3647075,120.3199501,175.3199501
3650890,86.0935817,115.5163311
3651912,64.0208426,90.6302107
3656800,95.0,3.0
3667340,24.7525,24.7525
3680397,48.755,24.1275
3680495,123.736216,69.368108
3697902,14.7626865,78.3156716
3711433,80.4643241,94.741081
3722255,967.7496674,300.0
3730594,24.7525,24.7525
3753922,24.4975,24.4975
3773602,46.619863,60.8423201
3777603,24.7525,24.7525
3778436,24.7525,24.7525
3810951,14.6576827,29.3153654
3818637,100.0,100.0
3819134,24.7525,24.7525
3840620,10.0,10.0
3844061,100.0,100.0
3846448,39.5694679,39.5694679
3878004,66.0306793,33.0153397
3887188,60.450001,73.5818757
3889659,59.2452218,8.6867833
3901573,89.9884404,80.4126624
3907288,10.0,10.0
3908188,23.6950002,11.8475001
3926003,10.0,12.2225
3928085,25.0025,25.0025
3950293,8932.1878056,3925.9407348
3953611,247.52499999999998,25.0
3961283,1.4124297,100.3018223
3976221,40.7429417,40.7429417
3977064,49.505,24.7525
3977267,74.9879618,120.0
3985909,40.0,47.0
3991547,47.0,23.5
3994116,49.505,24.7525
4000878,70.7952423,102.59143180000001
4007945,24.4280144,54.70803239999999
4010808,20.0,10.0
4017696,110.0,10.0
4043575,665.4124214,111.4821711
4050193,37.2194812,23.0096757
4055415,24.6275,18.345625
4061428,110.0,20.0
4065219,402.7139984,0.2581271
4082187,24.7525,49.505
4085270,24.7525,49.505
4103488,73.4025,15.4675
4120228,73.8424684,93.0406171
4127540,24.7756652,49.5513305
4128870,24.7525,24.7525
4146548,1.0,34.7525
4152754,60.3144076,14.7036019
4153009,21.3008886,15.8506664
4155855,20.0,100.0
4161535,26.9628265,53.925653
4166358,12.0,10.948229
4182829,24.7525,24.7525
4192650,23.9685324,23.9685324
4236596,71.5923339,61.026529
4269125,50.0,62.8484162
4269563,69.731693,92.0579232
4292407,19.5194657,89.0045992
4344121,100.0,58.1133186
4355533,49.0,40.0
4366941,296.455,78.98875
4370517,30.0,131.4804989
4385078,87.5299124,31.079206199999998
4410039,20.0,20.0
4419853,74.0,70.0
4425943,8.2594081,16.5188162
4446370,115.6162329,108.44278349999999
4446803,39.6491949,82.8285784
4472888,7.0,7.0
4478171,1.0,3.0
4478943,30.0,7.0
4485842,62.4573548,31.2286774
4497056,32.2175,259.0279883
4497876,84.645,95.77125
4501291,37.3615715,18.4307857
4505450,97.43080090000001,1.1436003
4519828,12.6404975,12.6404975
4524658,10.0,54.488656
4531714,16.0716695,75.2229174
4533379,599.0,633.0
4540695,247.0647313,61.3911828
4541360,25.3393277,1.0
4550019,67.6725,91.543125
4554610,0.0001,10.58
4557448,6.88,28.7200746
4561592,22.955,22.955
4561898,10.0,51.8879359
4564294,30.0,76.230627
4582701,24.8273125,24.8273125
4599217,24.9691741,49.9383482
4611712,196.5276837,30.0767303
4616346,84.7820194,100.6290686
4627221,33.6301276,403.654291
4635278,65.7177873,65.7177873
4636370,44.25,22.125
4641117,77.4525647,18.9281412
4665714,74.2575,18.159375
4685182,10.0,100.0
4700812,49.505,24.7525
4704665,0.9538237,75.3253677
4726090,21.383729799999998,14.4241532
4749210,76.2575,5.0
4774361,49.0338808,57.9223135
4786387,1.0,1.0
4804168,28.2368637,166.5097557
4826451,28.2376669,13.8688335
4840603,74.3694955,10.7598319
4844578,24.2075,54.091875
4848212,1.0,5.0
4870989,10.0,17.0
4885893,20.0177153,40.0354306
4889269,10.0,54.505
4889437,10.0,10.0
4902385,148.2937897,14.4030751
4906619,1.0,2.0
4910885,10.0,5.0
4932298,49.505,24.7525
4941979,10.0,20.0
4946683,35.0,11.0
4949123,108.9709791,85.58899
4951938,9.992388,4.996194
4960620,1219.2728744,2006.5845224
4967884,9.0,20.0
4975908,60.0,25.0
4988872,31.6318114,82.2053799
4990643,49.2924088,24.6462044
4993254,974.3104144,2191.8234323
5014539,50.6865989,25.3432995
5022682,24.7525,24.7525
5040924,72.2943594,20.0
5052437,50.0,10.0
5061747,2.0,90.0
5073709,27.524761599999998,7.5820407
5077765,64.641305,32.3206525
5087681,10.0,10.0
5089189,20.0,51.4718649
5109069,180.0,5.0
5111594,24.7525,49.505
5125678,0.01,26.7525
5134532,73.86,12.06
5142004,90.4406177,128.6215332
5160999,100.0,98.0
5165976,36.1548009,17.8174004
5204672,24.8310398,24.8310398
5216299,24.75,24.75
5228226,110.0,10.0
5231309,24.7525,18.439375
5233645,22.50545,34.8647625
5236067,135.0,80.0
5241547,54.5545385,145.512238
5267146,78.0626896,38.7813449
5269505,129.3984095,66.544546
5275948,48.7486169,10.0
5276991,74.2575,16.0
5325040,43.6539333,10.7884833
5346922,63.9465336,10.0
5347291,40.0,10.0
5347977,49.9221124,24.9610562
5348509,48.755,24.3775
5352618,83.1162202,97.5938107
5358955,1.0,2.0
5359261,1679.7116044,419.6779011
5393045,24.6959447,24.6959447
5401557,23.6275,52.786875
5415032,10.0,10.0
5417809,48.995,24.4975
5433473,50.0,50.0
5438550,1.0,1.0
5440505,112.0,104.9059417
5447823,24.6222397,55.0250392
5448838,20.0,14.6207854
5458255,58.4715899,17.3836218
5466111,49.505,24.7525
5469093,24.9491757,6.1022939
5471513,37.3324849,18.4162424
5476499,12.8296352,12.8296352
5484209,24.7525,36.87875
5499343,52.347687,87.7119218
5501545,21300.0,1000.0
5502542,86.4062543,59.7193757
5519731,59.941478,14.5653695
5522740,50.0,30.0
5551931,305.4630693,75.9907673
5568484,1.0,1.0
5574952,108.0241523,33.03
5589546,24.745,24.745
5604464,21.8137321,5.078433
5618477,22.5112941,16.7584705
5630184,61.0,10.0
5632788,30.5175,82.254375
5644588,74.1375,18.151875
5654913,1.0,1.0
5662745,72.7397378,18.0599344
5663985,4.3802227,188.3101784
5668159,24.7525,24.7525
5684327,49.505,24.7525
5688989,49.5,24.48
5696250,431.2330418,107.4032604
5698805,11.7400738,10.0
5699573,100.97460480000001,55.001
5702123,1797.8002942,449.0600736
5710933,89.4622756,34.403141
5711321,89.3682235,21.9370559
5714401,50.0,20.0
5720896,44.872532,125.9434656
5722442,24.7525,24.7525
5722632,55.4899874,55.49
5756943,14.8381026,11.0035769
5761573,16.6380693,24.707104
5774319,2.0,3.0
5776593,74.4931195,20.0
5780607,39.308422199999995,1.0
5787499,19.75,14.6875
5802139,70.875,17.31375
5806210,49.505,24.7525
5808333,663.5671521,27.6766228
5809094,4.945,78.506875
5811266,100.0,100.0
5816026,43.3846695,21.4423348
5820604,24.01,24.01
5847622,64.5288837,32.2644419
5864969,4.995,9.99
5890805,67.25,30.0
5896352,123.947333,99.4893725
5898052,50.0,50.0
5899152,135.8357568,105.88998050000001
5912156,36.4666894,18.2333447
5928146,98.4312901,116.3019522
5928998,2.0,1.0
5945527,15.0,10.0
5957404,174.33993700000002,20.0
5966233,37.2842839,83.9460709
5968816,49.505,24.7525
5969248,24.7525,45.96843749999999
5988556,12.8649251,10.0
5998003,2.0,50.9397426
6016315,74.22,18.18
6018401,49.505,24.7525
6035894,121.998259,30.1245647
6040061,36.129264,26.7219479
6058744,147.425,145.0
6066296,1.0,11.0
6078924,90.0,50.0
6097417,24.7525,49.505
6101227,3.0,6.0
6124299,48.5943409,10.2335852
6126201,10.0,716.3633694
6140876,13.6063307,20.1594961
6145760,43.45,21.725
6153406,100.0,100.0
6154246,50.0,21.8450419
6154680,39.98,19.99
6167754,38.3306046,76.6612092
6209672,38.492515600000004,10.0
6211596,32.0317486,23.8988115
6229879,51.0089649,25.5044824
6231068,232.4090271,115.9445135
6232618,82.0564368,16.0282184
6245615,136.38375,46.2046875
6252827,0.1,0.9720673
6253589,1.0,78.00070389999999
6256905,83.35142479999999,85.6299714
6258642,86.5801896,14.1750316
6262941,130.4207653,80.0
6284053,58.289288799999994,25.0604764
6289260,50.7397938,25.3698969
6291613,58.8493796,17.0548061
6301713,40.0,5.2843547
6305878,119.6494142,82.9360669
6308351,151.8883328,25.0647222
6318381,18.4125,79.198125
6327598,32.4757022,64.9514044
6333627,30.0,109.69125
6343596,20.0,38.7628597
6397993,12.1656903,132.0830311
6400420,82.58744970000001,98.35685939999999
6402268,23.9040527,17.8030396
6408673,1.0,32.1884283
6433900,73.48,36.74
6455237,50.0,12.3725
6458963,100.0,37.3049095
6465108,21.891964,16.293973
6470735,53.2279205,45.7269304
6471926,148.0713256,93.8153026
6482973,24.75,24.75
6485427,1.0,1.0
6498665,50.0,29.6275
6503564,51.5534808,37.9151105
6510417,24.365,24.365
6513262,111.9123353,77.3742054
6524259,10.0,10.0
6534722,40.6733951,108.7713594
6542017,32.3208283,48.2312424
6556254,152.8807058,75.3076765
6561127,155.2619243,20.0
6563353,49.361933199999996,65.6496221
6563464,18.7425,37.485
6566195,22.8883868,22.8883868
6589104,50.5953974,12.5238494
